Campaign_Name,Campaign_Objective,Campaign_Interaction_Type,Campaign_Conversion_Type,Campaign_Brand,Campaign_Brand_Type,Campaign_Sector,Campaign_Subsector,Campaign_Served_Country,Campaign_ID,Campaign_KPI,Campaign_Audience,Campaign_Duration,Campaign_Seasonality_Target,Client_Name,Client_Region,Client_Sector,Client_Relationship,Source_game_key,,Source_url,,Source_full_url,Ad_Type,Ad_Interaction,Ad_Build_Type,Ad_Video,Ad_Slideshow,Ad_target_audience,Ad_environment,Ad_format,Ad_KPI,Ad_eng_rate,Ad_eng_rate_>_benchmark,Ad_CTR,Ad_CTR_ >_ benchmark,Ad_VTR,Ad_VTR_>_benchmark,Ad_Interaction_changes,Ad_interaction_type_new,Ad_margins,Ad_BIO_recency
"Lego 
(A World of Imagination)
B5d0f0a20463b924e37ca6c893961642",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,b5d0f0a20463b924e37ca6c893961642/f4775cb3ddd34b6eb45d,/game.js,https://wat.adludio.com/games/b5d0f0a20463b924e37ca6c893961642/f4775cb3ddd34b6eb45d/game.js,,📳 Shake,,,,,,Full Screen,,,,,,,,,,,
"Lego 
(A World of Imagination)
2f45836a23deaa6b962494a21b2f839c",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,2f45836a23deaa6b962494a21b2f839c/ddc5e772c1ddaf9d5de3,/game.js,https://wat.adludio.com/games/2f45836a23deaa6b962494a21b2f839c/ddc5e772c1ddaf9d5de3/game.js,,⦿👆Tap,,,,,,Full Screen,,,,,,,,,,,
"Lego 
(A World of Imagination)
3048634f808c27ae69d41e7979188038",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,3048634f808c27ae69d41e7979188038/c86ebb976e3690eae2a1,/game.js,https://wat.adludio.com/games/3048634f808c27ae69d41e7979188038/c86ebb976e3690eae2a1/game.js,,📳 Shake,,,,,,Full Screen,,,,,,,,,,,
"Miu Miu
(Christmas 2018)",,,,,,Beauty,,,,,,,,,,,,,https://wat.adludio.com/games/,,/game.js,,,📳 Shake,standard,–,–,Females A18-34,Display,Full Screen,Engagement rate and CTR,18.04%,YES,1.33%,NO,,,NO,,,
"Epson 
Ecotank
505ff7b2de130bb3b42f4f559fb056da",,,,,,Technology,,,,,,,,,,,,,https://wat.adludio.com/games/,505ff7b2de130bb3b42f4f559fb056da/98368d20c8084b144f25,/game.js,https://wat.adludio.com/games/505ff7b2de130bb3b42f4f559fb056da/98368d20c8084b144f25/game.js,,⬇️ Swipe down,standard,–,–,"adults
people wanting to save on printers",Display,Full Screen,Landed traffic,17.97%,Yes,8.43%,Yes,N/A,N/A,No,N/A,91.01%,
"Epson 
Ecotank
10171f751d2a84ffd1b1fc0ba9655549",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,10171f751d2a84ffd1b1fc0ba9655549/3459cb6f3712bb4f093b,/game.js,https://wat.adludio.com/games/10171f751d2a84ffd1b1fc0ba9655549/3459cb6f3712bb4f093b/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Epson 
Ecotank
1c78ea8c4f84c493d9a55e56fdf7125e",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,1c78ea8c4f84c493d9a55e56fdf7125e/9f60c04c70f42d8cf4f3,/game.js,https://wat.adludio.com/games/1c78ea8c4f84c493d9a55e56fdf7125e/9f60c04c70f42d8cf4f3/game.js,,,,,,,,MPU,,,,,,,,,,,
"Epson 
Ecotank
03b43eacc2bd198219139136e1b3fa1b",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,03b43eacc2bd198219139136e1b3fa1b/8694c0d0ddd35ed03eea,/game.js,https://wat.adludio.com/games/03b43eacc2bd198219139136e1b3fa1b/8694c0d0ddd35ed03eea/game.js,,,,,,,,MPU,,,,,,,,,,,
"La Mer 
Mystery Cream
Lamer Mystery Cream Russia Russian",,,,,,Beauty,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-lamer-mystery-cream-russia-russian/d61e5ea15355d658f1a2,/game.js,https://wat.adludio.com/games/adunit-lamer-mystery-cream-russia-russian/d61e5ea15355d658f1a2/game.js,,⬅️ Swipe left,standard,–,–,"Affluent 
TRAVELLERS 
FEMALE, AGED 25+.",Display,Full Screen,Engagement rate,17.96%,Yes,,,,,,,85.00%,
"La Mer 
Mystery Cream
Lamer Mystery Cream Rome Italian",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-lamer-mystery-cream-rome-italian/e5d2517f77a6790e820d,/game.js,https://wat.adludio.com/games/adunit-lamer-mystery-cream-rome-italian/e5d2517f77a6790e820d/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer 
Mystery Cream
Lamer Mystery Cream Dubai Arabic",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-lamer-mystery-cream-dubai-arabic/985b768cc15ba7923d71,/game.js,https://wat.adludio.com/games/adunit-lamer-mystery-cream-dubai-arabic/985b768cc15ba7923d71/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer 
Mystery Cream
Lamer Mystery Cream Dubai English",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-lamer-mystery-cream-dubai-english/7630876fc263e74f8c04,/game.js,https://wat.adludio.com/games/adunit-lamer-mystery-cream-dubai-english/7630876fc263e74f8c04/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer 
Mystery Cream
Lamer Mystery Cream Doha English",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-lamer-mystery-cream-doha-english/d390913ded12294c47f5,/game.js,https://wat.adludio.com/games/adunit-lamer-mystery-cream-doha-english/d390913ded12294c47f5/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer 
Mystery Cream
Lamer Mystery Cream Abudhabi English",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-lamer-mystery-cream-abudhabi-english/7a9e546ac13a650e2051,/game.js,https://wat.adludio.com/games/adunit-lamer-mystery-cream-abudhabi-english/7a9e546ac13a650e2051/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer 
Mystery Cream
Lamer Mystery Cream Rome English",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-lamer-mystery-cream-rome-english/d3624ac7905fafb8555f,/game.js,https://wat.adludio.com/games/adunit-lamer-mystery-cream-rome-english/d3624ac7905fafb8555f/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer 
Mystery Cream
Lamer Mystery Cream Milan English",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-lamer-mystery-cream-milan-english/4d6e8060f584788d2d2c,/game.js,https://wat.adludio.com/games/adunit-lamer-mystery-cream-milan-english/4d6e8060f584788d2d2c/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer 
Mystery Cream
Lamer Mystery Cream Russia English",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-lamer-mystery-cream-russia-english/8b37158305df54a3dcae,/game.js,https://wat.adludio.com/games/adunit-lamer-mystery-cream-russia-english/8b37158305df54a3dcae/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer 
Mystery Cream
Lamer Mystery Cream London Heathrow",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-lamer-mystery-cream-london-heathrow/b8c42a08af6482182e64,/game.js,https://wat.adludio.com/games/adunit-lamer-mystery-cream-london-heathrow/b8c42a08af6482182e64/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer 
Mystery Cream
Lamer Mystery Cream London Stansted",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-lamer-mystery-cream-london-stansted/1d6abe6be530f80b19f7,/game.js,https://wat.adludio.com/games/adunit-lamer-mystery-cream-london-stansted/1d6abe6be530f80b19f7/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer 
Mystery Cream
Lamer Mystery Cream London Gatwick",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-lamer-mystery-cream-london-gatwick/d00675ea9d9f3868c008,/game.js,https://wat.adludio.com/games/adunit-lamer-mystery-cream-london-gatwick/d00675ea9d9f3868c008/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer 
Mystery Cream
Lamer Mystery Cream Amsterdam English",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-lamer-mystery-cream-amsterdam-english/b7d10d384e1e4dd00338,/game.js,https://wat.adludio.com/games/adunit-lamer-mystery-cream-amsterdam-english/b7d10d384e1e4dd00338/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer 
Mystery Cream
Lamer Mystery Cream Copenhagen English",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-lamer-mystery-cream-copenhagen-english/035d343de984ae9d057c,/game.js,https://wat.adludio.com/games/adunit-lamer-mystery-cream-copenhagen-english/035d343de984ae9d057c/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer 
Mystery Cream
Lamer Mystery Cream Helsinki English",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-lamer-mystery-cream-helsinki-english/a194e5e7f0f29f1d8a53,/game.js,https://wat.adludio.com/games/adunit-lamer-mystery-cream-helsinki-english/a194e5e7f0f29f1d8a53/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer 
Mystery Cream
Lamer Mystery Cream Manchester English",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-lamer-mystery-cream-manchester-english/d82388a6f5b206b7f2d7,/game.js,https://wat.adludio.com/games/adunit-lamer-mystery-cream-manchester-english/d82388a6f5b206b7f2d7/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer 
Mystery Cream
Lamer Mystery Cream Cdg English",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-lamer-mystery-cream-cdg-english/0a521b9152dfea6c7bfc,/game.js,https://wat.adludio.com/games/adunit-lamer-mystery-cream-cdg-english/0a521b9152dfea6c7bfc/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer 
Mystery Cream
Lamer Mystery Cream Muc English",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-lamer-mystery-cream-muc-english/76b053993224c203d8da,/game.js,https://wat.adludio.com/games/adunit-lamer-mystery-cream-muc-english/76b053993224c203d8da/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer 
Mystery Cream
Lamer Mystery Cream Frankfurt English",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-lamer-mystery-cream-frankfurt-english/505e5f22bdc562e50e61,/game.js,https://wat.adludio.com/games/adunit-lamer-mystery-cream-frankfurt-english/505e5f22bdc562e50e61/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer 
Mystery Cream
Lamer Mystery Cream Cdg French",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-lamer-mystery-cream-cdg-french/403a7997e3c1ed639639,/game.js,https://wat.adludio.com/games/adunit-lamer-mystery-cream-cdg-french/403a7997e3c1ed639639/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"La Mer 
Mystery Cream
Lamer Mystery Cream Muc German",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-lamer-mystery-cream-muc-german/8a307e9aa01879bbc22a,/game.js,https://wat.adludio.com/games/adunit-lamer-mystery-cream-muc-german/8a307e9aa01879bbc22a/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Cartier Clou
Cartier Clou Party Mpu",,,,,,Jewelry,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-cartier-clou-party-mpu/adb145496f888bcb562a,/game.js,https://wat.adludio.com/games/adunit-cartier-clou-party-mpu/adb145496f888bcb562a/game.js,,🔘 Press & Hold,standard,YES,,"People aged 18-45
interested in modern trends and fashion 
attends social gatherings and art shows",Display,MPU,Engagement rate and CTR,6.78%,NO,17.24%,YES,40.78%,YES,NO,,75.28%,
"Cartier Clou
Cartier Clou Sunrise Mpu",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-cartier-clou-sunrise-mpu/a1a724a3e3fe30264bb2,/game.js,https://wat.adludio.com/games/adunit-cartier-clou-sunrise-mpu/a1a724a3e3fe30264bb2/game.js,,,,,,,,MPU,,,,,,,,,,,
"Van Cleef & Arpels 
(Alhambra Christmas)
859146d47e364393ab755e3375de4cd0",,,,,,Jewelry,,,,,,,,,,,,,https://wat.adludio.com/games/,859146d47e364393ab755e3375de4cd0/45dba464656c2e23cc38,/game.js,https://wat.adludio.com/games/859146d47e364393ab755e3375de4cd0/45dba464656c2e23cc38/game.js,,"◾️👆🔲 Drag & Drop
",standard,YES,–,"Female 25+, interest in luxury goods 
jewelry and watches",Display,Full Screen,Engagement rate and CTR,10.12%,NO,2.52%,NO,62.65%,YES,YES,"Edited the drag interaction to be shorter as engagement rate was low, then changed it to TAP to further push performance",80.91%,
"Van Cleef & Arpels 
(Alhambra Christmas)
0696ba20a417cd28df5c96171efe1e59",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,0696ba20a417cd28df5c96171efe1e59/a0f103f0ba10cccbc735,/game.js,https://wat.adludio.com/games/0696ba20a417cd28df5c96171efe1e59/a0f103f0ba10cccbc735/game.js,,,,,,,,MPU,,,,,,,,,,,
"Chaumet 
Josephine Collection
Beb741a96e577f3bff9b692bf621c931",,,,,,Jewelry,,,,,,,,,,,,,https://wat.adludio.com/games/,beb741a96e577f3bff9b692bf621c931/ecc9b714ceff6e18efcd,/game.js,https://wat.adludio.com/games/beb741a96e577f3bff9b692bf621c931/ecc9b714ceff6e18efcd/game.js,,⬅️ Swipe left,standard,YES,–,"Female 35-55 
Affluent, Interested in luxury jewellery",,Full Screen,,,,,,,,,,84.94%,
"Chaumet 
Josephine Collection
B1245bc981983f3ca98b1c7c30a38357",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,b1245bc981983f3ca98b1c7c30a38357/09232835b211a410bbc5,/game.js,https://wat.adludio.com/games/b1245bc981983f3ca98b1c7c30a38357/09232835b211a410bbc5/game.js,,,,,,,,MPU,,,,,,,,,,,
"Chaumet 
Josephine (Jan)
C2a99ed73174ac45be17af872c1347c1",,,,,,Jewelry,,,,,,,,,,,,,https://wat.adludio.com/games/,c2a99ed73174ac45be17af872c1347c1/45a89f0db184770d3fb4,/game.js,https://wat.adludio.com/games/c2a99ed73174ac45be17af872c1347c1/45a89f0db184770d3fb4/game.js,,⬇️ Swipe down,standard,YES,–,"Female 35-55, Affluent 
Interested in luxury jewellery",Display,Full Screen,Engagement rate and CTR,12.67%,NO,12.76%,YES,48.10%,YES,,,84.94%,
"Chaumet 
Josephine (Jan)
361fc8c75a45b3313df7fa380faaa7ef",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,361fc8c75a45b3313df7fa380faaa7ef,/game.js,https://wat.adludio.com/games/361fc8c75a45b3313df7fa380faaa7ef/game.js,,,,,,,,MPU,,,,,,,,,,,
"Cartier 
(Santos Wave 2)",,,,,,Jewelry,,,,,,,,,,,,,https://wat.adludio.com/games/,d6f357476476f1fa575bc07083549b74/793afad2c331be3bef85,/game.js,https://wat.adludio.com/games/d6f357476476f1fa575bc07083549b74/793afad2c331be3bef85/game.js,,🔘 Press & Hold,standard,YES,–,"Affluent
People aged 30+
Male majority ",Display,MPU,Engagement rate and CTR,10.99%,NO,4.51%,NO,,,,,88.97%,
"Cartier 
(Santos Wave 2)
Cartier Hk Santos Phase2 Mpu Eng",,,,,,Jewelry,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-cartier-hk-santos-phase2-mpu-eng/3995b94e8c7982487fd6,/game.js,https://wat.adludio.com/games/adunit-cartier-hk-santos-phase2-mpu-eng/3995b94e8c7982487fd6/game.js,,🔘 Press & Hold,standard,–,YES,"Affluent
People aged 30+
Male majority ",Display,MPU,Engagement rate and CTR,12.41%,NO,8.99%,YES,,,,,,
"Cartier 
(Santos Wave 2)
Cartier Hk Santos Phase2 Mpu Chinese",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-cartier-hk-santos-phase2-mpu-chinese/2cc3066786871cd84815,/game.js,https://wat.adludio.com/games/adunit-cartier-hk-santos-phase2-mpu-chinese/2cc3066786871cd84815/game.js,,,,,,,,MPU,,,,,,,,,,,
"Cartier 
Christmas",,,,,,Jewelry,,,,,,,,,,,,,https://wat.adludio.com/games/,958122605ef696f128fab11bcaf9929b/ca0912461041286b94fd,/game.js,https://wat.adludio.com/games/958122605ef696f128fab11bcaf9929b/ca0912461041286b94fd/game.js,,🔘 Press & Hold,standard,YES,_,"Whitelist only 
interested in jewelry, watches, fashion",,MPU,,,,,,,,,,,
"Standard Chartered 
(Unlimited Cashback)",,,,,,Financial,,,,,,,,,,,,,https://wat.adludio.com/games/,cdab191cd5c0fb6b86540c2684a5d72a/5db434fda241b3c0fdff,/game.js,https://wat.adludio.com/games/cdab191cd5c0fb6b86540c2684a5d72a/5db434fda241b3c0fdff/game.js,,⬆️ Swipe up,standard,–,–,"Interests in shopping, news, 
lifestyle, travel, Paris, Europe and rewards",Display,Full Screen,Engagement rate and CTR,17.94%,YES,8.23%,YES,,,NO,,92.25%,
"MBS ASM 
(Future World)",,,,,,"Event, exhibition",,,,,,,,,,,,,https://wat.adludio.com/games/,4432487fbfba0760a1a3107dbf4b1980/e589d3b3ade91f25cb99,/game.js,https://wat.adludio.com/games/4432487fbfba0760a1a3107dbf4b1980/e589d3b3ade91f25cb99/game.js,,⬇️ Swipe down,standard,YES,–,"Planners and experience seekers
Families
",Display,Full Screen,Engagement rate and CTR,17.91%,YES,2.57%,NO,34.58%,YES,NO,,76.62%,
"Epson 
Home Cinema",,,,,,Technology,,,,,,,,,,,,,https://wat.adludio.com/games/,87168529fb8b47ddef7d33cee20df7ca/d290617801cce8b55602,/game.js,https://wat.adludio.com/games/87168529fb8b47ddef7d33cee20df7ca/d290617801cce8b55602/game.js,,⬅️ Swipe left,standard,–,–,"Adults
looking to buy alternative to a TV",Social,Full Screen,clicks ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,
"Glam Glow 
(Super & Thirsty Mud)
Glamglow Mud",,,,,,Beauty,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-glamglow-mud/a232f9e9cb0086125ddb,/game.js,https://wat.adludio.com/games/adunit-glamglow-mud/a232f9e9cb0086125ddb/game.js,,〰️👈 Scrub,non-standard,–,–,"RUSSIAN & BRITISH MILLENNIALS
Skin care ",Display,Full Screen,Engagement rate,17.79%,Yes,,,,,,,85.82%,
"Glam Glow 
(Super & Thirsty Mud)
Glamglow Mud Russ",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-glamglow-mud-russ/8be94637e087d8f455a7,/game.js,https://wat.adludio.com/games/adunit-glamglow-mud-russ/8be94637e087d8f455a7/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"M&S Fashion
A/W 2018
Mns Autumn 18",,,,,,Fashion,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-mns-autumn-18/2adc0648e5b5e60a6b84,/game.js,https://wat.adludio.com/games/adunit-mns-autumn-18/2adc0648e5b5e60a6b84/game.js,,🔘 Press & Hold,non-standard,–,YES,"Cheap Fashion
Adults A18-30
",Display,Full Screen,"CTR, Sales",17.21%,Yes,10.63%,Yes,N/A,N/A,"Yes
Phase 1: Press and hold
Phases 2+3: Tap to choose (1 of 3 panels)",,84.74%,
"M&S Fashion
A/W 2018
Mns Autumn Winter Holly Mob",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-mns-autumn-winter-holly-mob/9583e480fd400bb3c407,/game.js,https://wat.adludio.com/games/adunit-mns-autumn-winter-holly-mob/9583e480fd400bb3c407/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"M&S Fashion
A/W 2018
Mns Autumn Winter Holly Phase2 Mob",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-mns-autumn-winter-holly-phase2-mob/3bdfc4403476836a6859,/game.js,https://wat.adludio.com/games/adunit-mns-autumn-winter-holly-phase2-mob/3bdfc4403476836a6859/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"M&S Fashion
A/W 2018
Mns Autumn Winter Holly Phase2 V2 Mob",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-mns-autumn-winter-holly-phase2-v2-mob/ba2cf06a41ecd83e06da/,/game.js,https://wat.adludio.com/games/adunit-mns-autumn-winter-holly-phase2-v2-mob/ba2cf06a41ecd83e06da//game.js,,,,,,,,Full Screen,,,,,,,,,,,
"M&S Fashion
A/W 2018
Mns Autumn Winter Holly Mob Demo",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,dunit-mns-autumn-winter-holly-mob-demo/814503f8578ddb53e66e,/game.js,https://wat.adludio.com/games/dunit-mns-autumn-winter-holly-mob-demo/814503f8578ddb53e66e/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"M&S Fashion
A/W 2018
Mns Autumn Winter Holly Phase2 V2 Mob Demo",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-mns-autumn-winter-holly-phase2-v2-mob-demo/af1b85590eaedb26e742,/game.js,https://wat.adludio.com/games/adunit-mns-autumn-winter-holly-phase2-v2-mob-demo/af1b85590eaedb26e742/game.js,,,,,,,,Full Screen,,,,,,,,,,,
Ford Focus Active,,,,,,Automotive,,,,,,,,,,,,,https://wat.adludio.com/games/,4bfd59e4cfab955a8ad17666e75d7c5e/7e7268b98cb7b0995560,/game.js,https://wat.adludio.com/games/4bfd59e4cfab955a8ad17666e75d7c5e/7e7268b98cb7b0995560/game.js,,🔘 Press & Hold,standard,YES,–,"Ford driver fans 
Adults A18-30",Display,Full Screen,Engagements,17.15%,Yes,4.30%,Yes,56.82%,Yes,No,N/A,82.92%,
"Stanley Storage Fatmax
Bc258ee7c35124b8a91c0f4894968bf6",,,,,,Construction/DIY,,,,,,,,,,,,,https://wat.adludio.com/games/,bc258ee7c35124b8a91c0f4894968bf6/044774bb07a3599fea28,/game.js,https://wat.adludio.com/games/bc258ee7c35124b8a91c0f4894968bf6/044774bb07a3599fea28/game.js,,📳 Shake,standard,–,–,"adults
Male A25-40",,Full Screen,,,,,,,,,,83.99%,
Stanley Storage Fatmax BIO,,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-stanley-storage-bio/911b14bca911005f93fb,/game.js,https://wat.adludio.com/games/adunit-stanley-storage-bio/911b14bca911005f93fb/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Maybank 
PayNow SG Bonus",,,,,,Financial,,,,,,,,,,,,,https://wat.adludio.com/games/,8667cdd3687aad834557a5163dfe29e4/836746bc02f86fd20999,/game.js,https://wat.adludio.com/games/8667cdd3687aad834557a5163dfe29e4/836746bc02f86fd20999/game.js,,📳 Shake,standard,–,–,"1. Existing individual Maybank customers who are SG citizens and have not registered for PayNow
2. Existing individual Maybank customers who are SG citizens who only registered their mobile no. to Paynow
3. New customers who have not registered for PayNow",Display,Full Screen,Engagement rate and CTR,10.58%,NO,20.18%,YES,,,NO,,48.59%,
Standard Chartered - CNY,,,,,,Financial,,,,,,,,,,,,,https://wat.adludio.com/games/,9e4a199848ecb9f0cf76a08fe55cf319/b5b4ba6a0d28f5c4bc6d,/game.js,https://wat.adludio.com/games/9e4a199848ecb9f0cf76a08fe55cf319/b5b4ba6a0d28f5c4bc6d/game.js,,➡️ Swipe right,standard,–,–,"Targeting people interested
in Dining, Shopping, Travel, 
Chinese New Year and cartoons",Display,Full Screen,Engagement rate and CTR,11.17%,NO,6.64%,YES,,,YES,Increased clickable area to bottom half of the unit to boost CTR,,
"Lego 
(A World of Imagination)
Lego - A World of Imagination FR
715b1b7ef53373bf5c01a9426761c958",,,,,,Toys & Games,,,,,,,,,,,,,https://wat.adludio.com/games/,715b1b7ef53373bf5c01a9426761c958/b5e42852f336c5d5a621,/game.js,https://wat.adludio.com/games/715b1b7ef53373bf5c01a9426761c958/b5e42852f336c5d5a621/game.js,,⦿👆Tap,standard,(frames),YES,"Fans of Lego
Children aged 5-12",Display,Full Screen,Clicks,16.76%,Yes,12.14%,Yes,,,No,N/A,82.40%,
"Lego 
(A World of Imagination)
Lego - A World of Imagination FR
5d8ab7f9b548da2920c7dff72e4813d3",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,5d8ab7f9b548da2920c7dff72e4813d3/41543da8488a31194938,/game.js,https://wat.adludio.com/games/5d8ab7f9b548da2920c7dff72e4813d3/41543da8488a31194938/game.js,,,,,,,,MPU,,,,,,,,,,,
"Chaumet
(Josephine) (2018)
53c7228f4557ca4f4925d54a73ff15ff",,,,,,Jewelry,,,,,,,,,,,,,https://wat.adludio.com/games/,53c7228f4557ca4f4925d54a73ff15ff/754b570c793b1a7ba1de,/game.js,https://wat.adludio.com/games/53c7228f4557ca4f4925d54a73ff15ff/754b570c793b1a7ba1de/game.js,,⬆️ Swipe up,standard,YES,–,"Female 35-55 and Affluent 
Interested in luxury jewellery",Display,MPU,Engagement rate and CTR,16.28%,YES,0.94%,NO,89.87%,YES,NO,,84.94%,
"Hulu 
(Future Man)
Hulu Future Man Mob",,,,,,"TV, online streaming,
movies",,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-hulu-future-man-mob/1b12b63f4b8760f143bf,/game.js,https://wat.adludio.com/games/adunit-hulu-future-man-mob/1b12b63f4b8760f143bf/game.js,USER CHOISE,⦿👆Tap,non-standard,YES,YES,"US nationwide
A18+",Display,Full Screen,5% - 10% engagemenr rate,16.13%,Yes,8.20%,Yes,n/a,n/a,No,n/a,60.47%,
"Hulu 
(Future Man)
Hulu Future Man Mob V2 Post",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-hulu-future-man-mob-v2-post/2acbd3520a8a1d8de320,/game.js,https://wat.adludio.com/games/adunit-hulu-future-man-mob-v2-post/2acbd3520a8a1d8de320/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Hulu 
(Future Man)
Hulu Future Man Mpu",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,adunit-hulu-future-man-mpu/d76c093b6b23d0dd2d0b,/game.js,https://wat.adludio.com/games/adunit-hulu-future-man-mpu/d76c093b6b23d0dd2d0b/game.js,,,,,,,,MPU,,,,,,,,,,,
"Hulu 
(Future Man)
D03c2303a527f0e2e1888a70815f4d54",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,d03c2303a527f0e2e1888a70815f4d54/231a961080ade71adfdc,/game.js,https://wat.adludio.com/games/d03c2303a527f0e2e1888a70815f4d54/231a961080ade71adfdc/game.js,,,,,,,,Full Screen,,,,,,,,,,,
"Hulu 
(Future Man)
2d1b85adef131a82d010681e5d90db10",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,2d1b85adef131a82d010681e5d90db10/e073d65723cae4b805e1,/game.js,https://wat.adludio.com/games/2d1b85adef131a82d010681e5d90db10/e073d65723cae4b805e1/game.js,,,,,,,,MPU,,,,,,,,,,,
"Hulu 

4cd03b372eed7673ce32ec8cfa1a9976",,,,,,,,,,,,,,,,,,,https://wat.adludio.com/games/,4cd03b372eed7673ce32ec8cfa1a9976/9388bea71669f1c93d09,/game.js,https://wat.adludio.com/games/4cd03b372eed7673ce32ec8cfa1a9976/9388bea71669f1c93d09/game.js,,,,,,,,MPU,,,,,,,,,,,
